id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code
6043,006008216X,9780060000000,Elmore Leonard,1990,Get Shorty,"Get Shorty (Chili Palmer, #1)",eng
6044,1476740488,9781480000000,K.A. Tucker,2013,One Tiny Lie,"One Tiny Lie (Ten Tiny Breaths, #2)",eng
6045,451523482,9780450000000,"Nathanael West, Alfred Kazin",1939,The Day of the Locust,The Day of the Locust,eng
6046,679747044,9780680000000,James Gleick,1992,Genius: The Life and Science of Richard Feynman,Genius: The Life and Science of Richard Feynman,eng
6047,312360401,9780310000000,Alan Brennert,2009,Honolulu,Honolulu,
6048,553588451,9780550000000,Keri Arthur,2006,Full Moon Rising,Full Moon Rising (Riley Jenson Guardian #1),eng
6049,375414959,9780380000000,Richard Russo,2007,Bridge of Sighs,Bridge of Sighs,
6050,340752483,9780340000000,Rosamunde Pilcher,2000,Winter Solstice,Winter Solstice,eng
6051,1423165993,9781420000000,Ally Carter,2013,United We Spy,"United We Spy (Gallagher Girls, #6)",eng
6052,045123054X,9780450000000,Rachel Caine,2009,"The Morganville Vampires, Volume 1","The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",eng
6053,439680093,9780440000000,Anthony Horowitz,2005,Raven's Gate,"Raven's Gate (The Gatekeepers, #1)",
6054,374292086,9780370000000,John Darnielle,2014,Wolf in White Van,Wolf in White Van,eng
6055,449912426,9780450000000,Erich Maria Remarque,1936,Drei Kameraden,Three Comrades,eng
6056,1423134494,9781420000000,Melissa de la Cruz,2010,Bloody Valentine,"Bloody Valentine (Blue Bloods, #5.5)",en-US
6057,375500723,9780380000000,Maya Angelou,1981,The Heart of a Woman,The Heart of a Woman,eng
6058,,,Andrzej Sapkowski,1996,Chrzest ognia,"Chrzest ognia (Saga o Wiedźminie, #5)",pol
6059,316070629,9780320000000,"James Patterson, Richard DiLallo",2009,Alex Cross's Trial,"Alex Cross's Trial (Alex Cross, #15)",eng
6060,385524382,9780390000000,"Ori Brafman, Rom Brafman",2008,Sway: The Irresistible Pull of Irrational Behavior,Sway: The Irresistible Pull of Irrational Behavior,en-US
6061,27436292,9780030000000,"Marguerite Henry, Wesley Dennis",1948,King of the Wind: The Story of the Godolphin Arabian,King of the Wind: The Story of the Godolphin Arabian,eng
6062,1451636016,9781450000000,Sam Harris,2014,Waking Up: A Guide to Spirituality Without Religion,Waking Up: A Guide to Spirituality Without Religion,eng
6063,192835149,9780190000000,Jack London,1906,"The Call of the Wild, White Fang and Other Stories ","The Call of the Wild, White Fang and Other Stories",eng
6064,140277447,9780140000000,Iris Chang,1997,The Rape of Nanking: The Forgotten Holocaust of World War II,The Rape of Nanking,eng
6065,670020532,9780670000000,Jerry A. Coyne,2008,Why Evolution Is True,Why Evolution Is True,
6066,743271327,9780740000000,Annie Proulx,1997,Brokeback Mountain,Brokeback Mountain,en-US
6067,380782340,9780380000000,Susan Elizabeth Phillips,1997,Nobody's Baby But Mine,"Nobody's Baby But Mine (Chicago Stars, #3)",eng
6068,1250010098,9781250000000,Lisa Scottoline,2014,Keep Quiet,Keep Quiet,eng
6069,033041335X,9780330000000,Jeffrey Archer,2002,Sons of Fortune,Sons of Fortune,eng
6070,374266514,9780370000000,"Jostein Gaarder, Sarah Jane Hails",1990,Kabalmysteriet,The Solitaire Mystery: A Novel About Family and Destiny,eng
6071,762447699,9780760000000,Jen Sincero,2013,,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,
6072,755328175,9780760000000,Jill Mansell,2009,Rumor Has it,Rumour Has It,eng
6073,425208435,9780430000000,Dean Koontz,1993,Dragon Tears,Dragon Tears,
6074,316123404,9780320000000,Iain M. Banks,2010,Surface Detail,Surface Detail (Culture #9),eng
6075,,,Nicky Charles,2010,The Mating,"The Mating  (Law of the Lycans, #2)",eng
6076,440240948,9780440000000,Conn Iggulden,2002,The Gates of Rome,"The Gates of Rome (Emperor, #1)",eng
6077,1607069458,9781610000000,"Kurtis J. Wiebe, Roc Upchurch",2014,,"Rat Queens, Vol. 1: Sass & Sorcery",eng
6078,425173747,9780430000000,Agatha Christie,1975,Curtain: Poirot’s Last Case,"Curtain (Hercule Poirot, #39)",eng
6079,1594480036,9781590000000,Lian Hearn,2003,Grass for His Pillow ,"Grass for His Pillow (Tales of the Otori, #2)",
6080,345495934,9780350000000,Laurell K. Hamilton,2008,Swallowing Darkness,"Swallowing Darkness (Merry Gentry, #7)",en-US
6081,,,Laurelin Paige,2014,,"The Fixed Trilogy (Fixed, #1-3)",eng
6082,316250813,9780320000000,Edan Lepucki,2014,California,California,eng
6083,552144312,9780550000000,"Stephen Briggs, Terry Pratchett",1992,,Guards! Guards!: The Play,en-GB
6084,786818697,9780790000000,Mo Willems,2004,The Pigeon Finds a Hot Dog!,The Pigeon Finds a Hot Dog!,en-US
6085,080417766X,9780800000000,Chuck Wendig,2015,Aftermath,"Aftermath (Star Wars: Aftermath, #1)",eng
6086,60776250,9780060000000,Ellen Schreiber,2006,"Vampireville (Vampire Kisses, #3)","Vampireville (Vampire Kisses, #3)",en-GB
6087,7120699,9780010000000,Agatha Christie,1938,Hercule Poirot's Christmas,"Hercule Poirot's Christmas (Hercule Poirot, #20)",eng
6088,525953612,9780530000000,Jennifer Chiaverini,2013,Mrs. Lincoln's Dressmaker,Mrs. Lincoln's Dressmaker,eng
6089,9953320993,,Safiy al-Rahman al-Mubarakfuri,1979, الرحيق المختوم: بحث في السيرة النبوية على صاحبها أفضل الصلاة والسلام ,الرحيق المختوم,ara
6090,307460207,9780310000000,Sarah McCoy,2012,The Baker's Daughter,The Baker's Daughter,eng
6091,,,J.R. Ward,2015,The Shadows,"The Shadows (Black Dagger Brotherhood, #13)",en-US
6092,823404706,9780820000000,"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",1983,Rotkäppchen,Little Red Riding Hood,eng
6093,439995442,9780440000000,Dav Pilkey,1999,Captain Underpants and the Attack of the Talking Toilets,"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)",en-GB
6094,857203312,9780860000000,"Martin Pistorius, Megan Lloyd Davies",2011,Ghost Boy,Ghost Boy,eng
6095,804137382,9780800000000,Greg McKeown,2014,Essentialism: The Disciplined Pursuit of Less,Essentialism: The Disciplined Pursuit of Less,eng
6096,743249291,9780740000000,Philippa Gregory,1987,Wideacre,"Wideacre  (The Wideacre Trilogy, #1)",eng
6097,141311290,9780140000000,"Roald Dahl, Quentin Blake",1966,,The Magic Finger (Young Puffin Developing Reader),eng
6098,,,Lisa Renee Jones,2012,If I were you,"If I Were You (Inside Out, #1)",eng
6099,,,L.A. Fiore,2012,Beautifully Damaged,"Beautifully Damaged (Beautifully Damaged, #1)",eng
6100,,,Samantha Towle,2013,Wethering the Storm,"Wethering the Storm (The Storm, #2)",eng
6101,872201929,9780870000000,"René Descartes, Donald A. Cress",1641,Meditationes de prima philosophia,Meditations on First Philosophy,eng
6102,749748001,9780750000000,Enid Blyton,1939,The Enchanted Wood,"The Enchanted Wood (The Faraway Tree, #1)",eng
6103,,,Sandi Lynn,2013,Forever Black,"Forever Black (Forever, #1)",eng
6104,1592243002,9781590000000,Henry James,1878,Daisy Miller,Daisy Miller,
6105,1401340873,9781400000000,Lauren Groff,2012,Arcadia,Arcadia,eng
6106,307444058,9780310000000,Dorothy Kunhardt,1940,Pat the Bunny (Touch and Feel Book),Pat the Bunny,
6107,345528697,9780350000000,Melanie Benjamin,2016,The Swans of Fifth Avenue,The Swans of Fifth Avenue,eng
6108,1591828783,9781590000000,"CLAMP, Maria Simpson",1996,カードキャプターさくら,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)",eng
6109,60525126,9780060000000,Meg Cabot,2006,Size 14 Is Not Fat Either,"Size 14 Is Not Fat Either (Heather Wells, #2)",eng
6110,61997188,9780060000000,Ree Drummond,2011,,The Pioneer Woman Cooks: Food from My Frontier ,eng
6111,,,Shelly Crane,2011,Defiance,"Defiance (Significance, #3)",eng
6112,061808360X,9780620000000,Dian Fossey,1983,Gorillas in the Mist,Gorillas in the Mist,en-US
6113,451210638,9780450000000,"Jeffery Hudson, Michael Crichton",1968,A Case of Need,A Case of Need,en-US
6114,805097457,9780810000000,Adelle Waldman,2013,The Love Affairs of Nathaniel P. ,The Love Affairs of Nathaniel P.,en-CA
6115,,,"P.C. Cast, Kristin Cast",2013,Revealed,"Revealed (House of Night, #11)",eng
6116,,,Matthew Norman,2016,,We're All Damaged,eng
6117,312374976,9780310000000,Linda Castillo,2009,Sworn to Silence,"Sworn to Silence (Kate Burkholder, #1)",eng
6118,425256227,9780430000000,Ilona Andrews,2014,Magic Breaks,"Magic Breaks (Kate Daniels, #7)",eng
6119,413771008,9780410000000,"Anton Chekhov, Michael Frayn",1895,Чайка,The Seagull,eng
6120,4103534257,9784100000000,"Haruki Murakami, 村上 春樹",2010,1Q84 Book 3 [Ichi-kyū-hachi-yon],"1Q84 BOOK 3 (1Q84, #3)",jpn
6121,330418874,9780330000000,Meg Cabot,2004,Boy Meets Girl,"Boy Meets Girl (Boy, #2)",eng
6122,60097477,9780060000000,Louise Rennison,2002,Dancing in my nuddy-pants!,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",eng
6123,345413997,9780350000000,Robert A. Heinlein,1957,The Door into Summer,The Door Into Summer,eng
6124,316011274,9780320000000,Julie Anne Peters,2004,Luna,Luna,en-US
6125,1400077915,9781400000000,Alice Munro,2004,Runaway,Runaway,eng
6126,1841494186,9781840000000,Iain M. Banks,2008,Matter,"Matter (Culture, #8)",eng
6127,,,Mia Sheridan,2013,Leo,Leo,eng
6128,393310329,9780390000000,E.M. Forster,1971,Maurice,Maurice,eng
6129,1441836314,9781440000000,"J.D. Robb, Susan Ericksen",2011,New York to Dallas,"New York to Dallas (In Death, #33)",eng
6130,60080841,9780060000000,Ira Levin,1972,The Stepford Wives,The Stepford Wives,eng
6131,671890913,9780670000000,Cornelius Ryan,1959,The Longest Day,The Longest Day,eng
6132,60584033,9780060000000,Janet Evanovich,2006,Motor Mouth,Motor Mouth (Alex Barnaby #2),en-US
6133,743437349,9780740000000,D.J. MacHale,2003,The Reality Bug,"The Reality Bug (Pendragon, #4)",eng
6134,446195510,9780450000000,David Baldacci,2009,True Blue,True Blue,eng
6135,553561189,9780550000000,"Raymond E. Feist, Janny Wurts",1992,"Mistress of the Empire (The Empire Trilogy, #3)","Mistress of the Empire (The Empire Trilogy, #3)",en-US
6136,62117181,9780060000000,C.J. Redwine,2012,Defiance,Defiance (Defiance #1),eng
6137,316376116,9780320000000,Elin Hilderbrand,2014,Winter Street,"Winter Street (Winter, #1)",eng
6138,448095025,9780450000000,"Carolyn Keene, Mildred Benson",1930,"The Hidden Staircase (Nancy Drew Mystery Stories, #2)",The Hidden Staircase (Nancy Drew #2),en-US
6139,449205622,9780450000000,Taylor Caldwell,1972,Captains and the Kings,Captains and the Kings,eng
6140,62073125,9780060000000,Daniel Silva,2012,The Fallen Angel,"The Fallen Angel (Gabriel Allon, #12)",eng
6141,185549664X,9781860000000,J.K. Rowling,2003,,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",
6142,310247527,25986247522,Karen Kingsbury,2003,One Tuesday Morning,"One Tuesday Morning (9/11, #1)",eng
6143,425241130,9780430000000,Laurell K. Hamilton,2011,Hit List,"Hit List (Anita Blake, Vampire Hunter #20)",eng
6144,413772195,9780410000000,"Stephen Briggs, Terry Pratchett",1995,Interesting Times,Interesting Times: The Play,eng
6145,,,Mariana Zapata,2016,The Wall of Winnipeg and Me,The Wall of Winnipeg and Me,eng
6146,1416516743,9781420000000,Mary Higgins Clark,1995,Let Me Call You Sweetheart,Let Me Call You Sweetheart,eng
6147,385341598,9780390000000,Joseph Wambaugh,1973,The Onion Field,The Onion Field,
6148,743233492,9780740000000,Kathy Reichs,2006,Break No Bones,"Break No Bones (Temperance Brennan, #9)",en-US
6149,1583334386,9781580000000,Kelly McGonigal,2011,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It","The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",eng
6150,345457714,9780350000000,Richard K. Morgan,2003,Broken Angels,"Broken Angels (Takeshi Kovacs, #2)",eng
6151,038533947X,9780390000000,Karin Slaughter,2007,Beyond Reach,"Beyond Reach (Grant County, #6)",eng
6152,765328542,9780770000000,John Scalzi,2011,Fuzzy Nation,Fuzzy Nation,en-US
6153,449221512,9780450000000,Sue Grafton,1992,I is for Innocent,"I is for Innocent (Kinsey Millhone, #9)",en-US
6154,2020418770,9782020000000,Thomas Pynchon,1963,V.,V.,fre
6155,1593080212,9781590000000,"Joseph Conrad, A. Michael Matin",1899,,Heart of Darkness and Selected Short Fiction,en-US
6156,671203231,9780670000000,"Bertrand Russell, Paul  Edwards",1927,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,eng
6157,375725342,9780380000000,Alain de Botton,2002,The Art of Travel,The Art of Travel,
6158,7162499,9780010000000,Paullina Simons,2006,"Tatiana and Alexander (The Bronze Horseman, #2)","The Summer Garden (The Bronze Horseman, #3)",eng
6159,316407135,9780320000000,James Patterson,2015,Cross Justice,"Cross Justice (Alex Cross, #23)",
6160,9645571766,9789650000000,"Heinrich Böll, محمد اسماعیل‌زاده",1963,Ansichten eines Clowns,عقاید یک دلقک,per
6161,812995201,9780810000000,Laura McHugh,2014,The Weight of Blood,The Weight of Blood,eng
6162,60531231,9780060000000,Julia Quinn,2004,When He was Wicked,"When He was Wicked (Bridgertons, #6)",eng
6163,399157867,9780400000000,Sue Grafton,2011,V is for Vengeance,"V is for Vengeance (Kinsey Millhone, #22)",en-US
6164,689839057,9780690000000,Margaret Peterson Haddix,2002,Among the Betrayed,"Among the Betrayed (Shadow Children, #3)",en-US
6165,399154302,9780400000000,William Gibson,2007,Spook Country,"Spook Country (Blue Ant, #2)",en-US
6166,069109750X,9780690000000,"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",-750,易 [Yì],The I Ching or Book of Changes,eng
6167,1419151126,9781420000000,John Buchan,1915,The Thirty-Nine Steps,"The 39 Steps (Richard Hannay, #1)",
6168,307267679,9780310000000,Joan Didion,2011,Blue Nights,Blue Nights,eng
6169,765312182,9780770000000,Peter Watts,2006,Blindsight,"Blindsight (Firefall, #1)",eng
6170,052595421X,9780530000000,Nick Offerman,2013,,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,eng
6171,1401228305,9781400000000,"Scott Snyder, Stephen King, Rafael Albuquerque",2010,"American Vampire, Volume 1","American Vampire, Vol. 1",eng
6172,399155279,9780400000000,John Sandford,2008,Heat Lightning,"Heat Lightning (Virgil Flowers, #2)",eng
6173,140447601,9780140000000,"Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan",1835,De la démocratie en Amérique,Democracy in America ,eng
6174,440220459,9780440000000,Harlan Coben,1996,Drop Shot,Drop Shot (Myron Bolitar #2),eng
6175,316016659,9780320000000,Darren Shan,2002,"The Lake of Souls (Cirque Du Freak, #10)","The Lake of Souls (Cirque Du Freak, #10)",
6176,,,A. Meredith Walters,2012,Find You in the Dark,"Find You in the Dark (Find You in the Dark, #1)",eng
6177,399155430,9780400000000,Erica Bauermeister,2009,The School of Essential Ingredients,The School of Essential Ingredients,en-US
6178,1466266732,9781470000000,Amy A. Bartol,2011,,"Intuition (The Premonition, #2)",en-US
6179,7271212,9780010000000,Bernard Cornwell,2008,Azincourt ,Azincourt,en-GB
6180,2264022442,9782260000000,Roddy Doyle,1993,Paddy Clarke Ha Ha Ha,Paddy Clarke Ha Ha Ha,
6181,449911594,9780450000000,Anne Tyler,1982,Dinner at the Homesick Restaurant,Dinner at the Homesick Restaurant,eng
6182,671729446,9780670000000,V.C. Andrews,1985,Heaven,"Heaven (Casteel, #1)",eng
6183,439545307,9780440000000,Jenny Nimmo,2006,"Charlie Bone and the Hidden King (The Children of the Red King, # 5)","Charlie Bone and the Hidden King (The Children of the Red King, #5)",
6184,99461889,9780100000000,Martin Amis,1984,Money,Money,en-GB
6185,743484207,9780740000000,John Sandford,1998,Secret Prey,"Secret Prey (Lucas Davenport, #9)",en-GB
6186,1600100295,9781600000000,"Chris Ryall, Gabriel Rodríguez, Clive Barker",1989,Clive Barker's The Great and Secret Show: Volume 1 (Clive Barker's the Great and Secret Show),The Complete Clive Barker's The Great And Secret Show,eng
6187,755334434,9780760000000,Arthur Conan Doyle,1917,His Last Bow: Some Reminiscences of Sherlock Holmes,His Last Bow: 8 Stories,eng
6188,553580272,9780550000000,"Brian Herbert, Kevin J. Anderson",1999,Dune: House Atreides,House Atreides (Prelude to Dune #1),eng
6189,000710653X,9780010000000,Diana Wynne Jones,1977,Charmed Life ,"Charmed Life (Chrestomanci, #1)",eng
6190,140436111,9780140000000,Charles Dickens,1837,The Posthumous Papers of the Pickwick Club,The Pickwick Papers,eng
6191,307377040,9780310000000,Joseph O'Neill,2008,Netherland,Netherland,eng
6192,345460065,9780350000000,Steve Berry,2004,The Romanov Prophecy,The Romanov Prophecy,eng
6193,446556823,9780450000000,Larissa Ione,2010,Ecstasy Unveiled,Ecstasy Unveiled (Demonica #4),eng
6194,374280967,9780370000000,Alan Bennett,2007,The Uncommon Reader ,The Uncommon Reader,eng
6195,805210644,9780810000000,"Franz Kafka, بهرام مقدادی",1927,Amerika,Amerika,eng
6196,971977550,9780970000000,"Steve Niles, Ben Templesmith",2001,30 Days of Night,"30 Days of Night, Vol. 1",
6197,60827696,9780060000000,Erin Hunter,2006,Sunset,"Sunset (Warriors: The New Prophecy, #6)",en-US
6198,,9789770000000,"يوسف زيدان, Youssef Ziedan",2010,النبطي,النبطي,ara
6199,1565126297,9781570000000,Hillary Jordan,2011,When She Woke,When She Woke,eng
6200,446321214,9780450000000,Sidney Sheldon,1970,The Naked Face,The Naked Face,eng
6201,60096152,9780060000000,Meg Cabot,2006,Princess in Training,"Princess in Training (The Princess Diaries, #6)",
6202,306816083,9780310000000,"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",2007,The Portable Atheist: Essential Readings for the Non-believer,The Portable Atheist: Essential Readings for the Nonbeliever,eng
